---- start log ----
---- start log ----
frame_33b94b4463f811e564f2084d5fcdab2e_5dd58b0e0c11086e6e9f24733614f441_30000-1280_720	day->Night [45.0]
frame_ba4a4ef7ec87d3ddac0dbcc7b972dd3a_b2c71f327c468a4caae2a943fa821063_90000-1280_720	night->Day [81.0]
frame_39e9bae4966f22a30acb3619c89f12c4_b695e34010c3a429b437717f69d70a34_0-1280_720	night->Day [95.0]
frame_51a94d0eec5d742ff3457210da635555_afab79a57205d045a772ce592de94736_90000-1280_720	night->Day [145.0]
frame_5d5bf662d09e0886ab958715bfdf5f00_9d8df5b30e3d06d28a2b964efcc6de23_60000-1280_720	night->Day [115.0]
frame_ae3f6952ddd77ddd554b5bc42f81bd10_f8c6da1460842c6626edeb216c9209d5_90000-1280_720	night->Day [109.0]
frame_fe4f34b4ebd8dc2968620c11c2c9113c_c0b408c456ff8228b68acf898b23ebd7_90000-1280_720	night->Day [155.0]
frame_bcb9d8aa2904259a4b3847c17ee8991e_13f55f0bbf83be2482ae0719262d0ec2_60000-1280_720	night->Day [104.0]
frame_54ce48e758c0aa2fd0abd40b4be5a3ea_43d51ceb91cba81e4caa8bfcae0382d5_60000-1280_720	night->Day [96.0]
frame_0345efa6c553307de15dbc975acaf57b_af22a864b5e3121457515280701cc300_30000-1280_720	night->Day [72.0]
frame_9fc898c9b6f76491e85688a71b7e0861_cecece5586177be51936e58211576f9e_30000-1280_720	night->Day [70.0]
frame_33e0defdd0c2d97ba5d410330b4c91e9_50d0524e09f180241f3a3b0dcb36e03e_60000-1280_720	night->Day [111.0]
frame_a8e6fcc1dbd34be8de5e9768c556f5f2_299688001878463315bfcb6116652f3d_30000-1280_720	night->Day [123.0]
frame_ae8d8b0aed379c8d4ff1fb1c63e4263f_c791ac0de8c54d34df67cc3c15edb752_30000-1280_720	night->Twilight [61.0]
frame_d4cd62a684322a5c2655b81a129592a5_38b5eee95b8084bb08f3af1934a34e25_60000-1280_720	night->Day [76.0]
frame_acbc38aa600083cd76fb8f046b2ab057_0af8424e229317bf7412f2778d5a51b5_90000-1280_720	night->Day [130.0]
frame_2d6e92487a2f25e32b2099661cc4a64e_8e9b6f2f57f43704730b380a05a4243a_90000-1280_720	night->Day [103.0]
frame_05976e26e34429b11497c060e784cef8_e7c11b9f870ae84f735f9457bb16a3e3_0-1280_720	night->Day [85.0]
frame_ee5956b051a8f5b155d9af533abb688b_e637c84c4d51658e4bee48e810716107_0-1280_720	night->Day [78.0]
frame_5ad1039cb2ee7b4ce607774b3002f92c_a9f809489a1bb5d4fe1516e250649db8_0-1280_720	night->Day [96.0]
frame_07ccd4bf87adb36bb8227fccca775202_d36f204420118ac618b918be9415ebb1_90000-1280_720	night->Day [115.0]
frame_ee257e0ca8296fc9f7f8e83aff496e9a_5ec115fac5e7ccc482e35c90fa156dcd_30000-1280_720	night->Day [74.0]
frame_c8e3f7d434101d3b75c8f98fe1c30282_564e2b3a3b168a97a3d0b7ab2540a20e_90000-1280_720	night->Day [88.0]
frame_45cdb343b0d82b4a04475892f21983a5_1addcb93616abb2c31155ee3d3b88f08_90000-1280_720	night->Day [132.0]
frame_a5b028d4e2cf4efd8efe633ed92cc079_3b639dc84642d3d49a4b69d0c31e8c54_60000-1280_720	night->Day [147.0]
frame_13b0b1d9d20189fadbeaec3637231005_b0f0c4015983c2787866f1c64bebff3f_30000-1280_720	night->Day [113.0]
frame_93b55c0c64bfaa5857ff907a4ea36bba_08bc0fb30c91037db125c5c770277f9d_30000-1280_720	night->Twilight [60.0]
frame_ba4a4ef7ec87d3ddac0dbcc7b972dd3a_3a62720aaf40e1fafbf1b86b2bdd5907_0-1280_720	night->Day [74.0]
604c4072-dad4-4b12-aefa-83e3e80d3c9f.mov-0001	night->Twilight [61.0]
frame_d07eb6c5-b242-435b-adbd-ba561f261fc5_00001-1280_720	night->Day [76.0]
frame_5b304e08bf1a0dbd2be5722f87223107_05cd45078f5264b67b176465fb722e57_60000-1280_720	night->Day [71.0]
frame_70ec43b954abe52d70835bc169e503ed_27dc50017fc923593bc86249c6f3d6ca_30000-1280_720	night->Day [147.0]
frame_49520705ef8bc7ed1f4463c242b075e6_303015dbf72e346c06a670467321a013_30000-1280_720	night->Day [117.0]
frame_84dc42d9de73893938701a194686c182_0a5fe4d946015e27cf886cac4d98cd19_60000-1280_720	night->Day [85.0]
frame_9acbbf4e162399f0a86bc0ed79286c3e_3836845450803838db849e23af7b2507_60000-1280_720	night->Day [86.0]
frame_f28968d98925ec1e70119d48766c34e2_c18de9712667dbe5b56043b0d7dca2a2_60000-1280_720	night->Day [73.0]
frame_77fc2e78a6270bbec74eda986122cf42_fcec8747279d4241a9a51332446b1dd1_90000-1280_720	night->Day [112.0]
frame_48a73048f214c6c837b7bbc9f2989d60_e9a47421e9960e04f2e78c510f79c69e_90000-1280_720	night->Twilight [67.0]
frame_1be16ced9327969bd89b8064bec2423f_52762eddbb7e5b51599d8a9f744dc4ca_90000-1280_720	night->Day [81.0]
frame_c8bd3325271fe8c9f988417e7387c70c_2fdc14284b1aeac5c5cd63b155699f83_0-1280_720	night->Day [102.0]
frame_4b6662030967d0948f60c59415069c2c_2e7b8cb84c66decb10ec90990a5ace6f_0-1280_720	night->Day [88.0]
frame_38f13729e53420984116caf92c89212c_0c1a840c70c29350b91a0c75ca674b5b_30000-1280_720	night->Day [126.0]
c3e01cf9-9fba-4929-ba31-ac64ccb81df6.mov-0001	night->Day [128.0]
frame_a5237a31d5f09f372ce0be11b3a3b88e_13a89228b5104b346ec3520339a560ab_0-1280_720	night->Day [106.0]
frame_32bffbf8f8f6d0406c59088d210fa25c_3b2015fc26dfbd17026c6a946950ee1c_60000-1280_720	night->Day [129.0]
frame_6c96f5a4a4a29aa4a67e741e6b2e4353_4f6542d2f447667b0a8d8444fa631a6d_0-1280_720	night->Day [91.0]
frame_fc4b4ede348fb801d96535da8f4f7d65_40c14baec0c6c6aecb598ba05a3adec9_0-1280_720	night->Day [104.0]
frame_55ae1b0f27d9b624bf1add8851ef4eab_17265af48a7520a5d21dae8bb7cc9649_60000-1280_720	night->Day [87.0]
b916b7f2-6dc0-4232-91f6-88cf0cf910ac.mov-0001	night->Day [74.0]
frame_ae88efa3-d1d4-410e-93de-cc749e7b4d4c_00001-1280_720	night->Twilight [68.0]
frame_0a928d898749266a392824b46a8bfb0e_676553fbdf99b917b0aec4d39e11a178_90000-1280_720	night->Day [92.0]
frame_c11b39dc6f4cd41a91100ecc39230dec_e48d6ee90a13d9c9eb46631728db3adc_30000-1280_720	night->Day [79.0]
frame_364031b125a6e4b6a3e3e6300faab0e2_31b7acaf1b8b636138ddc054e45432eb_60000-1280_720	night->Day [68.0]
frame_456d5efbc0e959cb139c65957c85adcb_83e39feb4d38a475f8f1441b8e979dc4_90000-1280_720	night->Day [78.0]
frame_49f73b59abc4f2e5946c896e34bac1f7_b313aa1af438a276b7330beb6341e630_30000-1280_720	night->Day [99.0]
frame_be39583e78cc2bdb510c9bfcdb5dea5a_6f59e7a0137316cc0e74b4dd89efd03a_30000-1280_720	night->Day [69.0]
frame_ce54af10ba9fc72089d1bdbfbf0f41ce_06702f11724c99f0746f8de6eb30c4ac_30000-1280_720	night->Day [111.0]
frame_b9e1b08527ff8805c6aa0ab51f66d825_58077aea9ef1a50e94ce550c332ff83f_0-1280_720	night->Day [116.0]
2bc284c5-011d-481b-a388-ad0bd90e3072.mov-0001	night->Day [74.0]
frame_c68501a4b59ddaae60028124baaa3a23_96a8e8653415d4c325768ad0e66c59c5_60000-1280_720	night->Day [90.0]
frame_9e5dafa1c43df88177fd0f7b337e8945_badc03effb00395f4410e52c4e4abca8_0-1280_720	night->Twilight [68.0]
frame_8e3195c29abc46371e79f246879ea5b0_af3cb1cfec02065e0c2e5e1d7b87eedb_60000-1280_720	night->Day [93.0]
frame_ffbc6ffc68864dc4f1053c5c9976b93c_3f0556e7a9332826b2012389a81e5b38_30000-1280_720	night->Day [104.0]
frame_f4e7c0e24da0003571bcb0037fc1ac05_af6c81064532e34557a2d4ee87393020_30000-1280_720	night->Day [73.0]
frame_38296215-af37-4874-b373-bea33f0b3fc1_00001-1280_720	night->Day [73.0]
frame_b1c0cde56d496021d8919e62ada739c6_dd4c62a4868a56d52d328323b3938ac6_90000-1280_720	night->Day [140.0]
frame_565d6ed8576f501d13875f5b851f3f65_c5b2ed0ee13593d0a747117589ca665e_60000-1280_720	night->Day [77.0]
frame_f10245a70db1a6a07a838b2a712d1fb4_394de6f95e55e3d83d988e77d3a6dbfa_90000-1280_720	night->Twilight [63.0]
frame_17e130431fbafa400f1fad5207ef5afe_6a51bea90bf3bf977d96f953aa87e66c_0-1280_720	night->Day [102.0]
frame_51a94d0eec5d742ff3457210da635555_eb0db758ca87b29335adaab7e9eb5bd0_30000-1280_720	night->Day [88.0]
frame_014e4af6da6cb222348b98418d7989ee_4a862da64bde63572c29dc692ce24e11_30000-1280_720	night->Day [83.0]
frame_40417fa6c3d4df20e0bfe30d34f64864_6c66aad8c222eab58ee0d932c3446ed5_30000-1280_720	night->Day [72.0]
frame_2f2b48564d1b195d35cc4706772bd091_b8dff5103680a8119f2a1c223f26ca39_90000-1280_720	night->Day [101.0]
frame_6f6c2002779c8392e99cd6d7210c74ae_4a46e20385740d98df5aefc0da14e382_90000-1280_720	night->Day [100.0]
frame_9109372fd2230fcd22015662f3d59d82_9e7a9956cc11fe8103f8b7ef49fb57df_30000-1280_720	night->Day [79.0]
frame_d5605d2b939fcd744a63c382ac2906e0_707fc6c51f51db124c813180670f780e_0-1280_720	night->Day [92.0]
frame_d4c0e128c7f58dec2cab5698ed823e8f_f59f163d3b549b4440fac69ee05fe0b5_0-1280_720	night->Day [101.0]
frame_6683103f-1a24-4725-b5f7-5b00dbdf2c64_00001-1280_720	night->Twilight [67.0]
frame_df648e9f4d5e0c424b6c176d8b9fff64_4ba28ccf781fb39bac88d5eefc5c3fe8_0-1280_720	night->Day [100.0]
frame_4f06eb478a7fc96f8c0c591eb4e8c79b_165860fcd13b3db901d93f43b6b88195_90000-1280_720	night->Day [81.0]
2386b80a-bf00-4264-97f4-9c83751dcb18.mov-0001	night->Day [100.0]
frame_3d74dde567f8bc0319d59bf9c0ba5356_c4a15396928c9d5128901ace62339178_90000-1280_720	night->Day [77.0]
frame_0cb3ff49bb3ec085b3cec1d02e4d91d9_d92a4c856477940d21b0740f2a6fdd9b_60000-1280_720	night->Day [93.0]
frame_92ab97bf-2e7c-4bd1-ad0a-469af87ecfce_00003-1280_720	night->Day [77.0]
frame_4b6662030967d0948f60c59415069c2c_0fe63f3fb969a473c3b6e3b4c91569be_60000-1280_720	night->Day [100.0]
frame_6cb0c361488fd82ac13b9148a25e8ea8_4b0c17c372d1e1b88e665425c884985e_60000-1280_720	night->Day [142.0]
frame_b87c253ab9b9d97358ac2b78a23c164f_b84ff3e6f13c0e767fa5913f5aee899f_90000-1280_720	night->Day [149.0]
994b4b56-05bc-4c51-8bdd-9b717cf4c2ee.mov-0001	night->Day [96.0]
frame_515a9c8387f6948e46b54a3ec14aa761_a5d3d5b232b2345f8388cc85dbd5489b_0-1280_720	night->Day [91.0]
frame_1f63aa493477f4e551c82846bd9e69eb_3b45323f11630607d88f3c96fbe4cb88_60000-1280_720	night->Day [68.0]
frame_0237139a14f10563959a6ca073198886_4589e56cf51a90f2c87cf386f7231f5a_90000-1280_720	night->Day [149.0]
frame_e08ca4cd8d71e6eb7225ee233dce2202_2a5154a853124bd311498fc5a1639b06_30000-1280_720	night->Day [74.0]
frame_e7e8d183d86f253bea36ccaa6cceaba7_983390a23071f679f7a324006254505f_30000-1280_720	night->Day [96.0]
539f7958-3d9f-4c84-89ec-ebd060b5b37e.mov-0001	night->Day [89.0]
frame_49520705ef8bc7ed1f4463c242b075e6_b31abc65afd0a79c10e27d166ba95ebe_0-1280_720	night->Day [134.0]
85166143-c51d-4495-b815-98dd9db299fd.mov-0001	night->Day [75.0]
frame_32bffbf8f8f6d0406c59088d210fa25c_07195185b2d124212fbacd386f3701fd_90000-1280_720	night->Day [85.0]
frame_c48559f9f25e4fea14c864eb811d1d97_fc389e7880dfc886b51a2ff1e3acb525_90000-1280_720	night->Day [82.0]
frame_5823e2770bbd617d4b7e1b0815d6c4ae_be0bbbf0a472953ab887fed10306baa0_90000-1280_720	night->Day [113.0]
frame_482783f8523641557635334f6643a319_a785c38d41c946397cc0936ff752530f_90000-1280_720	night->Day [93.0]
frame_e2a004334f5eb0b02fa7aa97c577c3ab_7068ff22f27b00b3f6ae919f6cc82dd9_0-1280_720	night->Day [96.0]
frame_96064b84767f35fa7dc7fb2f77e83d9f_110ce19775542d9b9a08cba9c6b956b1_30000-1280_720	night->Day [77.0]
frame_238a3f054dea823fd3c381c72d779227_b5d924b8510718982c80c0dfb9f2c39a_60000-1280_720	night->Day [134.0]
frame_a3d59bd2e8068efee7ccc1296f251d0a_530b46867efcac36b029fb3b8fbfa4d9_60000-1280_720	night->Day [74.0]
frame_9ee9dcb1a7c021a3f1e82156906da6f7_085de9c6b617dc4cfa29772a78febd26_90000-1280_720	night->Day [123.0]
frame_b68e3053a4b54347a9e43dc7c17cd1e0_529483884856bd3170457d29d6df094e_90000-1280_720	night->Day [76.0]
frame_ae3f6952ddd77ddd554b5bc42f81bd10_11a74c0b39752754f07bd3427079eb73_30000-1280_720	night->Day [103.0]
frame_32bffbf8f8f6d0406c59088d210fa25c_01d0b630527fe62596fcd71722ad1c1c_90000-1280_720	night->Day [70.0]
frame_c1f3942fd87fe440f4ebc8e2efc755be_7bbe2c492e1b79025d6560f50b0c1878_90000-1280_720	night->Day [95.0]
frame_f3589fa8fc62c98d59680d4a00d7c25e_5c162d1c87e1f79b493a184e55467a07_60000-1280_720	night->Day [90.0]
frame_33e0defdd0c2d97ba5d410330b4c91e9_000cab8e6465c3c8e1388b4447992b56_90000-1280_720	night->Day [120.0]
frame_31bdd20ad8bedfe22cf5a21af175d798_6d219c36f42ed18be81cd2e84323c98b_60000-1280_720	night->Day [93.0]
frame_18c148b9f8b15da65350b6691aeaeff9_e3cab3390e0cd7503651adaefdd74a8f_0-1280_720	night->Twilight [65.0]
frame_48d49122a615f75e605c4ca900f5ef0a_2f78bf50efbe2431d1e1f37826eb2eb3_30000-1280_720	night->Day [119.0]
e01d3093-2ae2-4dd0-b1a1-c0a91946e2b9.mov-0001	night->Day [102.0]
frame_b28db82c-fb4f-40e0-8f80-ce8eed3760a6_00000-1280_720	night->Day [92.0]
frame_25b7445c99e8c0ab876a6b3aa2328ef0_df0a716346af491f2f991e17199e3427_30000-1280_720	night->Day [82.0]
84ce2c39-7c5e-4c53-8688-a53da9cc8afe.mov-0001	night->Day [68.0]
frame_032e82c285e251f842454e5c9a0bb030_86c47d07ed42191c9d1508294e562e4a_60000-1280_720	night->Day [92.0]
frame_615653d0eeb4665b09aa5d9ffefe642a_ab342955056dd6d34f7a35db94bcb56d_90000-1280_720	night->Day [102.0]
frame_ba4a4ef7ec87d3ddac0dbcc7b972dd3a_b9cf14087bc5a22f134122740bed4ff8_60000-1280_720	night->Day [105.0]
frame_f21978a13808d1bbace145dd25a11e48_8f5f4990296b6f484678b38a3397616c_30000-1280_720	night->Day [79.0]
frame_acbc38aa600083cd76fb8f046b2ab057_fd735a98fbdd3278469ec72ad4dd79c4_30000-1280_720	night->Day [78.0]
frame_55ae1b0f27d9b624bf1add8851ef4eab_20f5abf09d9ae02136127df5eedf8229_60000-1280_720	night->Day [117.0]
frame_12305483056d8f5d37bc6519b044f858_7e5b422b4ed12bacf24d714cef52b000_30000-1280_720	night->Day [110.0]
frame_6cb0c361488fd82ac13b9148a25e8ea8_84881183ffb7c432bd8502a37268038c_0-1280_720	night->Day [85.0]
frame_528d905482780a51e10442d8a68084fb_003fa6aa7ef3f2cac76f63894d435691_0-1280_720	night->Day [88.0]
frame_f4e7c0e24da0003571bcb0037fc1ac05_4775a9f47b119e09825fbca7fa2804a4_0-1280_720	night->Day [71.0]
frame_ee5956b051a8f5b155d9af533abb688b_b9ba3ee380702dd816d6271dd9d75fd1_60000-1280_720	night->Day [113.0]
frame_ed33711f475d3c61b4155cfe955146fd_026b34b3cb230699d46858b4390019b1_60000-1280_720	night->Twilight [66.0]
frame_e63820af5e3ed0e42750ae5b57b45ba8_dec5e18c45a5e7a58ab961e5e12d6f83_60000-1280_720	night->Day [97.0]
frame_26443ccedea8928b20d42c7137bb3b62_3ff1ffab7e7f358a61b5753fddc93fad_90000-1280_720	night->Day [80.0]
incident-0-015a2511-2647-4507-ac5e-36c5d6778bbe.mp4-0001	night->Twilight [61.0]
frame_93b55c0c64bfaa5857ff907a4ea36bba_12403bfb80cde15a787149e335278451_0-1280_720	night->Twilight [67.0]
frame_a05aabf8bf14013bcfd3d88f4af11d71_29af7e4a74c9e721082d9e811352ffb5_90000-1280_720	night->Day [85.0]
frame_6edf036bd3c8be74680d7fa1eb0cd5fa_2b028b3de2c0912a2c99d7db20b470b4_30000-1280_720	night->Day [75.0]
frame_917de6a7a720d38d5fffc9978d0c8887_732f72a95dcbf77e1fc12efe874b2995_90000-1280_720	night->Day [140.0]
frame_4e925e79ca81d78cdadbc531ffc7c62b_52cae89868c3d873247a3345d0c8ea38_60000-1280_720	night->Twilight [65.0]
frame_762fd542b7427918dc8273540b014bd6_8548184af39eae92a5bbfd4f4554e94b_60000-1280_720	night->Day [87.0]
frame_e27b22e6169c4df8250b7023f1655410_5ae2c0f262373c3d85f320958230df6c_60000-1280_720	night->Day [92.0]
149525ce-4750-4038-b69b-43bacb4f83ae.mov-0001	night->Day [89.0]
frame_41c9592341345f65c3324aa7dc579496_5dde68eb110b3ec245c3cc466ea845d9_60000-1280_720	night->Day [93.0]
frame_762fd542b7427918dc8273540b014bd6_cbb05b0e2aa0d8c70900f996004c7161_90000-1280_720	night->Day [91.0]
frame_213da2bdef93a9e0647e6b0067d5bac7_5b206e01e723fa4924d20af3e580a983_90000-1280_720	night->Day [111.0]
frame_246fae02-3bec-431b-b09c-945fca700b0e_00002-1280_720	night->Day [70.0]
frame_7a59a6f8f74cfbacd93ddcf4f1c1702d_757195b71592860499e16dea5ae26265_0-1280_720	night->Day [85.0]
frame_e27b22e6169c4df8250b7023f1655410_e009fdcc19d165f056a3fed49b009b65_30000-1280_720	night->Day [82.0]
frame_5a7757cea276dd312055fb3f6db10733_c44e414c2c7cbcd6b937adba498c415d_90000-1280_720	night->Day [77.0]
frame_a27cc58bd43574635265ab1877e3986f_a4312bb8d150c1193b6c41ba56759cab_0-1280_720	night->Day [82.0]
frame_db540a82346640b13c8833a72e376843_0d2d38f2dd213cf3bd98887ef3d52b37_30000-1280_720	night->Day [93.0]
frame_2c968687f4098fdd77a77ced962021e4_929aa663b06e3f150aefab367107331a_0-1280_720	night->Day [134.0]
frame_917de6a7a720d38d5fffc9978d0c8887_8b482558834c22789bc3e54da03dbd38_30000-1280_720	night->Day [118.0]
frame_6fdb2877d868400a7e5837429abd48ab_0463fb60b4ba81b03cc3a68d5b98c19d_60000-1280_720	night->Day [139.0]
frame_21516586629a0940517a34b1e5f373f6_8851e3a3cca9686a1aeb00fa6f3b285c_0-1280_720	night->Day [107.0]
frame_17a506c29d6998a4c3d1afdb866ddade_d0d9c9a7b383cf4700d1ff7548d45e3d_0-1280_720	night->Day [100.0]
frame_c87aeb47e963da38381c45fc6720fb17_31f034a41c54e8a492296524cc1f13de_90000-1280_720	night->Day [86.0]
frame_be39583e78cc2bdb510c9bfcdb5dea5a_9285112e1aaab2660a7e17bc9a981f6e_60000-1280_720	night->Day [80.0]
frame_7a09b8b9f6980085649cd219ac26d841_9d24e6f0f564d16840150d7a5b1cfe0d_90000-1280_720	night->Day [84.0]
frame_0aba77087a22cc21e7a041e7c1153fe8_971fc3d86a3ddb6589b60c04e900d888_90000-1280_720	night->Day [82.0]
frame_8e9b879419ef5e8b062b1dd1f1deecdf_86f34238c3c381143760af8df81409bd_90000-1280_720	night->Day [82.0]
frame_12305483056d8f5d37bc6519b044f858_0f9b00b6587dd40e9ea81aa55917cc67_0-1280_720	night->Day [141.0]
frame_c838185d8edd2cd594b90b68ec986813_346ced80769fb6534627d8e3b8693402_0-1280_720	night->Day [91.0]
frame_4e98535b5e4612c4f8d241a4c15fb4fb_f3be32802e47a2cb66623f9f4323d5e2_60000-1280_720	night->Day [80.0]
frame_280b4ab056a2b10d5119545c9fc4c5bf_236071e3e65a109dd6f29afa72c73c54_60000-1280_720	night->Day [77.0]
frame_b3c3f8c29181781aab1fe3f64f84adce_59ec3b569742c21fd317baa9a5e5a4f6_30000-1280_720	night->Twilight [60.0]
frame_a147986c9e411388e33c689906c8f971_d1c9b135bf831e03d31fbc94ecbf5d01_0-1280_720	night->Day [102.0]
frame_8a9ff71b435cf1179839433e1676ac61_3bde625277f9c4db85bed8fe24c03bc5_90000-1280_720	night->Day [110.0]
frame_d5197436-175e-44df-beba-7b291a93523e_00005-1280_720	night->Day [78.0]
1e2d6a5c-66f5-4db2-8a05-0c84dd47dad9.mov-0001	night->Day [79.0]
frame_03427d966771cd4cf6215983e4417fa0_3e9727586fdd945f4096d2eec943ecdb_90000-1280_720	night->Day [110.0]
frame_9780815ef8876b68d1cb75714bdf83e7_da5607aab439c1aa063f195df3e4c867_90000-1280_720	night->Day [103.0]
frame_5ade3b36-fb92-415b-8a9b-d1ad92c7b444_00001-1280_720	night->Day [90.0]
frame_df2936b23ebc2f86d3fbf80170bf7f7f_3b614b378a32034d6c7c26b8b6b5a498_30000-1280_720	night->Day [107.0]
frame_762fd542b7427918dc8273540b014bd6_a0253f6a4b017b4bc6f46a6140fa0e1a_0-1280_720	night->Day [100.0]
frame_0c07867dde33b6e668953e49044eb024_9c143ba18c0c889d508cd9d3f79b57b6_60000-1280_720	night->Day [132.0]
frame_1be16ced9327969bd89b8064bec2423f_076975a8d4163c3718b82f9cfd73d2c1_90000-1280_720	night->Day [101.0]
frame_ecf6c4c319d8763896cd5b0edb5429b1_4dcfb0e6d2f4d7c55e2f58707b8da455_30000-1280_720	night->Day [88.0]
frame_d287151402c7f82c43c70b3b69c2554f_ff5ee91a0192afdaaf678c0710e1c867_30000-1280_720	night->Day [92.0]
frame_b3ac1b597f2c3e40546b35bbbec94fc3_d79dee5da1c1c54ad3a87c120397ad9b_90000-1280_720	night->Day [112.0]
frame_549b795943870eb459b6b8eaec96392f_b6c1d9eb6ebc6282ce092a8561526418_30000-1280_720	night->Day [138.0]
frame_f00b560697440a9ba7c6d5635cdee855_115f0043b16428d178444fbcc03c1b26_90000-1280_720	night->Day [87.0]
frame_6dcf0482-cea5-4cab-8cd5-b0373c4f8fc9_00002-1280_720	night->Day [79.0]
frame_632d83335c86d5bf4c50b8f7cbff1a36_abf5e370d50da18a6cfe9d737f337d9d_90000-1280_720	night->Day [122.0]
frame_9ef4d78178991bb7bd98899e8a9a3570_fc93617c12553a53564cb2d3eb2d3d43_0-1280_720	night->Day [130.0]
a75c2a7f-27ee-43f2-8c60-db0fa3b2be3a.mov-0001	night->Day [91.0]
frame_551a6c23033746fe667be1192c2048fa_879c460688e6e7d2e7ecd995749877b2_0-1280_720	night->Day [105.0]
frame_6024fb24431f6473d2e13b7d619f265a_6db4e00a04be7e4c6fe3b3f68bc8a400_60000-1280_720	night->Day [122.0]
frame_f0c8d9c0c9968b85d977a154bf2e3a50_778c9bd1e569cb1cdbf514999e1b7860_60000-1280_720	night->Day [95.0]
frame_bdb74e192a6a0552207303f0898a6646_5a3136245f8a60a56f6ea2a232cd6520_60000-1280_720	night->Day [69.0]
frame_98f93f8dfbde59f80961bba67946593f_0727399de0ab3c3a00ef3ece00564b35_0-1280_720	night->Day [105.0]
frame_5109c5a541773404190abeb538daea86_5402f88ecdcae3b90fb01ace719b5107_60000-1280_720	night->Day [127.0]
90d22dbb-3fb0-47e9-b90f-7fa8403d2ea0.mov-0001	night->Twilight [66.0]
frame_95795d32f8f94f720b0f25b70415ae8c_45f4c6e1784e653fad9948fd03bf393f_30000-1280_720	night->Day [72.0]
frame_234e9a78edf5b34677afa8720348867e_ae837d228eb06b166846703e35174621_60000-1280_720	night->Day [113.0]
frame_6d47880a5fa06382e81d1841c8e8873d_4af96c9dae9b66a73dcb5f020c245e7b_60000-1280_720	night->Day [80.0]
frame_cd1466484cfe4b24f16972bf6060ad46_592114fa756f7e248b10f73352bea439_0-1280_720	night->Day [95.0]
frame_9f65e358-5d5b-4c41-9827-abfb19260cd0_00001-1280_720	night->Twilight [60.0]
frame_32bffbf8f8f6d0406c59088d210fa25c_968bbea7a146f7eaa4bc07cc949d42b4_60000-1280_720	night->Day [127.0]
frame_c1a84ae19910a80c49e654bd7d750ec4_cebfe813245c04609e68b09b73d78d0a_60000-1280_720	night->Day [105.0]
frame_7e4c65f7d1d4577b142b71a150fd70d7_3d4e99f1935d186488c55eb5c7485017_0-1280_720	night->Day [90.0]
frame_904d719f6d75339b4041d6c3532bfcdf_da45ef6b418bd14178ff155e5089abc2_30000-1280_720	night->Day [90.0]
frame_833767d00c6ba35dc2df7611f288b9e6_3510e7d643d46c6a44db378b17746914_60000-1280_720	night->Day [132.0]
frame_6cb0c361488fd82ac13b9148a25e8ea8_aa53506227eee43e01d84f1cbf890257_0-1280_720	night->Day [92.0]
frame_8c3b9796e3f3574173b243182b80e013_2981536dce8da4ebae819e1a69dd6e58_0-1280_720	night->Day [75.0]
frame_1e9d95467ed069a254bb69fc09920523_9512c2ee6d6e52651828556c892975ae_30000-1280_720	night->Twilight [67.0]
frame_f00e4e5ca4965336b9d68c3aacd78edb_e8ed3796aaf138a81bc4364687490521_90000-1280_720	night->Day [80.0]
frame_04c623173698529c9efefd14de2a2849_c2672a1029b45aaa26b79717ecdfe435_0-1280_720	night->Day [102.0]
incident-0-05bf81c6-3f7b-42d5-914c-d27cbe9e347d.mp4-0001	night->Twilight [62.0]
frame_a59626a6-710e-4da1-a530-6ad1acdd2ec6_00000-1280_720	night->Twilight [63.0]
frame_26443ccedea8928b20d42c7137bb3b62_7097cae0e6f720aab23a4c15cbdc5d25_60000-1280_720	night->Day [100.0]
frame_3dc5b23bce586ce279b2b966da8b72ab_b6e1bae795336e0d0198cb6889341a29_30000-1280_720	night->Day [89.0]
frame_dc9748ef08a46ee33b2e54fc9a9dfe42_99c71f7da88154bf8083d93ddba13770_60000-1280_720	night->Day [91.0]
frame_b9e1b08527ff8805c6aa0ab51f66d825_c0e4e01a3d516071bdf4a50438934194_90000-1280_720	night->Day [118.0]
frame_1b61031d8ce6a39fd30bb7bf2c2c2aee_870edbdc3104245c425e364d90583753_90000-1280_720	night->Day [79.0]
frame_cf5b1db4be10dd7bdc72e834edd0fb15_0810cdb77814260f9c5d74cce2895a87_30000-1280_720	night->Day [117.0]
frame_8e9b879419ef5e8b062b1dd1f1deecdf_3b49d6b9afb2fd0807f582c5c43e728c_0-1280_720	night->Day [97.0]
frame_87d085e7-b45c-40bd-838c-fd8da3fbc643_00000-1280_720	night->Twilight [67.0]
frame_5c4152d2cfec714d43d1d9706d412005_dfd19065401368b1670c0162f237cd49_30000-1280_720	night->Day [104.0]
frame_658e3bcf9c5d9808c6b4b404bfcac9ac_cead296ee95177f313108907fb8c2b34_30000-1280_720	night->Day [121.0]
frame_c6977965-9bb6-4565-88d9-1e8324f2ac63_00000-1280_720	night->Day [74.0]
frame_1e85da70c9de84a263e57dbcbfbb9202_f3fe4bbda678a3b05b90eff86c0ba179_0-1280_720	night->Day [89.0]
frame_f1fa9b208332619bd172ae77349258c0_6bf1bb87d79fc3c0b494bdba09513b72_90000-1280_720	night->Twilight [62.0]
5860fc03-df4f-4034-913f-b10ef37b9ae8.mov-0001	night->Day [116.0]
